,doi,text,label,split
485,10.1016/j.cej.2018.05.078,"Therefore, the utilization of ionic interactions in the fabrication process of the organic molecules/carbon composites becomes a dilemma in the research of organic SIB electrodes.Herein, we develop a hit-and-run strategy to construct the composite of perylene diimide/reduced graphene oxide (PDI/RGO) by the ionic self-assembly of N,N'-bis(N-ethyl-N,N-dimethylhexan-1-aminium)perylene-3,4,9,10-tetracarboxylic diimide bromide (N+-PDI) and graphene oxide (GO) and the following thermal treatment of the N+-PDI/RGO composites at 300 degC.",no,train
486,10.1016/j.matlet.2014.07.153,"However, the limitation of lithium resources raises the concerns for the continuous reliability of LIBs as ideal energy storage choice.",intro,train
487,10.1016/j.elecom.2013.05.012,"However, its reversible range of sodium extraction is relatively narrow (x = ca. 0.4 in Na1 - xFeO2) because of the irreversible structural change, presumably associated with the iron migration into the adjacent tetrahedral sites in Na layers as we recently reported.",micro,train
488,10.1039/c6cc08901a,"In summary, (i) dissolution of sodium and titanium cations and hydrolysis of surface groups result in the formation of amorphous transition-metal phosphate layers that are ionically and electronically insulating and lead to capacity fade, and (ii) in the presence of sulfate anions, insoluble titanium sulfate phases form on the surface of the particles and eliminate further surface hydrolysis, however, these precipitates are large enough to clog the pores and block the electrolyte access pathways to the NaTi2(PO4)3 particles embedded in the electrode.",both,train
489,10.1021/acsami.7b11282,The understanding attained in this work could provide new insights in designing cathode materials with optimized structure for sodium-ion batteries.,no,train
490,10.1016/j.elecom.2013.03.029,This good cycle life for SnSb electrode is very surprising when one take into account the huge volume expansion expected to result on the reaction of SnSb with ~4.9 Na (226%).,no,train
491,10.1021/ja312044k,It adopts a triclinic crystal framework under the space group of P-1.,macro,train
492,10.1039/c8ta01627e,"Despite the encouraging progress achieved in the development of V-based electrodes for SIBs, several scientific and practical issues remain, as follows:",no,train
493,10.1021/jacs.8b09241,"However, this approach has never been used for synthesizing hollow spheres through coabsorption of positive and negative metal ions (such as Fe 3+ and MoO 4 2a ) in one solution system, which is powerful for the synthesis of binary metal oxide materials for lithium batteries, supercapacitors, catalysts, etc. a The key reason is that the hydrolysis is increased vigorously, and/or the precipitation reactions happen once metal acid radical anions and metal cations (weak acid and weak base) are mixed together, making precursors solidified and difficult to be absorbed into the inner template, resulting in failing to synthesize multishelled hollow spheres.",no,train
494,10.1021/acsami.7b15267,"- Thus, to mitigate these shortcomings, development of suitable synthesis methods is imperative.",intro,train
495,10.1002/aenm.201702856,"It was found that, benefitting from limited charge/discharge depth, the Ni-introduced PBA framework undergoes minor lattice variation during cycling, which significantly impacts PBAs' electrochemical performance as cathode materials for SIBs.",no,train
496,10.1016/j.elecom.2018.11.019,"A higher amount of structure defects make the PB frameworks more fragile and vulnerable to collapse during the Na+ insertion/extraction reactions, thus leading to the structural instability and consequently show poor capacity utilization and cyclic stability.",both,train
497,10.1016/j.cej.2018.05.078,"According to the equivalent circuit, the intercept on the real axis is related to the ohmic resistance (RO) of the electrolyte, separator and other components and the semicircle at high frequencies can be assigned to the charge-transfer resistances (Rct).",no,train
498,10.1016/j.ssi.2014.11.015,It is difficult to form a stable solid electrolyte interface (SEI) due to the high reactivity of metallic sodium with the organic electrolyte solvents.,both,train
499,10.1016/j.coche.2015.08.007,"Furthermore, many existing studies can be considered inconclusive due to the great dependence of performance on the cathode-anode pairing in SIBs.",no,train
500,10.1016/j.carbon.2015.10.054,"With increasing concern on the non-renewable fossil fuel consumption, clean-energy development and storage have become a hot topic for worldwide governments and scientists.",intro,train
501,10.1039/c5cc04422g,"Two pairs of oxidation (Na extraction) and corresponding reduction (Na insertion) peaks can be observed, with the oxidation peaks located at 2.51 and 2.98 V for NFPO@G and 2.51 and 2.94 V for NFPO@PG, and the corresponding reduction peaks at 2.47 and 2.90 V and 2.47 and 2.92 V, respectively (Fig. 3b).",no,train
502,10.1039/c5ra21589g,The cs-CoxSy/DPC shows good Na-storage performance.,no,train
503,10.1039/c6ta04402f,"Anatase TiO2 has low-cost and potentially high capacity as a Na-storage anode, but its low capacity utilization and poor rate capability remain a challenge for practical battery applications.",macro,train
504,10.1021/acs.jpcc.8b11654,"The detailed studies of the ion diffusion mechanisms revealed drastic differences compared to the predictions for theA related Na 2+2 x Fe 2a x (SO 4 ) 3 , where 1D sodium-ion diffusion is expected through these channels.",no,train
505,10.1039/c7ra07901j,The capacity loss of the first cycle is mostly out of the formation of SEI layers.,both,train
506,10.1016/j.ssi.2015.12.019,"To understand the large difference of power density between LiFePO4 and NaFePO4, their ion and electron transport properties are investigated by first-principles density functional theory (DFT).",no,train
507,10.1002/smll.201703338,"Development of efficient, affordable, and sustainable energy storage technologies has become an area of interest due to the worsening environmental issues and rising technological dependence on Li-ion batteries.",no,train
508,10.1021/acs.jpclett.8b01285,"The overpotentials for every redox pair are inappreciable, showing the reversibility of DAPT-TFP-CPF.",micro,train
509,10.1002/anie.201912171,"After the rate cycling, a reversible capacity of around 105.6 mAh g-1 is achieved at 0.2 C, and a stable cycling continues to 100 cycles at 1.0 C in Figure S10.",no,train
510,10.1021/ja312044k,"Unlike most Mn-based cathode materials, which suffer severely from sluggish kinetics, Na2MnP2O7 exhibits good electrochemical activity at ~3.8 V vs Na/Na+ with a reversible capacity of 90 mAh g-1 at room temperature.",no,train
511,10.1039/c2ra20666h,"A redox-active Fe(CN)6-4-doped polypyrrole was synthesized and found to have a remarkable redox capacity of 135 mA h g-1 in Na+ electrolyte, an excellent rate capability of 1600 mA g-1 and a strong capacity retention of 85% over 100 cycles, showing great promise for enabling low-cost and environmentally benign Na-ion batteries for large-scale electric energy storage.",no,train
512,10.1039/c7nr01280b,"Here, the NVP particles embedded in the N,S co-doped 3D porous carbon matrix (denoted as NVP@3D-NSC) were prepared by a facile process.",no,train
513,10.1016/j.jpowsour.2018.07.006,"However, future work should focus on the insertion of the third Na+, which is difficult to take place.",micro,train
514,10.1002/qua.24217,The activation energy for sodium ion-conduction along x-axis (5.55 eV) is too high for sodium ion-conductor.,micro,train
515,10.1021/acsami.7b02394,The size reduction of SnS2 may be ascribed to the fragmentation of SnO2 with low crystallinity during the sulfuration process.,both,train
516,10.1002/advs.201700072,Storing energy harvested by triboelectric nanogenerators (TENGs) from ambient mechanical motion is still a great challenge for achieving low-cost and environmental benign power sources.,intro,train
517,10.1002/cssc.201801930,"This jeopardizes the original aims of aqueous batteries, which are low cost and environmental friendliness.",intro,train
518,10.1039/c6cp02049f,"To include the effects of van der Waals interactions, we adopted Grimme's DFT-D2 approach implemented in VASP.To investigate the insertion mechanisms and diffusion behaviors of Li, Na, and Mg atoms in black phosphorus, we considered a black phosphorus model using a 2 x 2 x 2 supercell with four phosphorene layers (total of 64P atoms).",no,train
