doi,text,label,split
10.1016/j.elecom.2017.12.029,"Although most of the materials allowing lithium intercalation are often suitable for sodium intercalation, they do not display equal electrochemical performance in analogous materials due to the larger ionic radius of sodium ions (Li+: 0.76 A, Na+: 1.02 A) [2,3]. ",no,train
10.1016/j.jpowsour.2018.05.026,"Further improvement is, however, needed to decrease the reaction between the IL electrolyte and Al current collector. ",no,train
10.1021/acs.chemmater.6b04769,"One of the reasons is that Zn2+ or Mg2+ ions are not redox active, and therefore decreasing the Ni2+ content can decrease capacity. ",no,dev
10.1021/acs.chemmater.6b04769,"The stability of materials against moisture is important as hygroscopic materials require a dry handling system, which would increase the cost of manufacturing. ",no,train
10.1039/c8cp06248j,The expansion of Na+-ion layers could result in a prominent decrease of the diffusion activation energy barrier and a consequent increase in the Na+-ion diffusion kinetics. ,both,dev
10.1002/aenm.201702942,"Then, the total concentration of HF is lowered in the electrolyte, and this, simultaneously, delays the degradation of the active materials during cycling (Figure 6 d). ",no,test
10.1002/aenm.201702942,The lower content of water in the electrolyte is also responsible for the lower decomposition of the NaPF6 salt so that the HF content in the electrolyte is reduced. ,no,train
10.1002/ente.201901504,"As Li+ and Zr4+ ions have smaller ionic radii (0.76 A for Li+, 0.72 A for Zr4+) as the Na+ ion (1.02 A for Na+), when sodium ions are replaced, there exhibits a decrease in the c parameter (15.99266 A for CZS-0.05, 15.96236 A for CLS-0.05, and 16.01565 A for pristine). ",no,train
10.1016/j.cej.2019.123234,The increase in coulombic efficiency may be attributed to the inhibition of P2-O2 phase transition by Mg substitution. ,both,train
10.1016/j.cej.2019.123234,"In addition, the generation of massive cracks expands the contact area of the particles with HF, which accelerates the dissolution of the transition metal ions. ",no,test
10.1016/j.cej.2019.123234,"Meanwhile, it can inhibit the dissolution of the transition metal ions by reducing the contact area of the particles with HF. ",both,test
10.1016/j.electacta.2020.135761,"In order to overcome these shortcomings, two primary solutions could be considered: i) decrease of the upper cutoff voltage with a narrow range to avert its occurrence; ii) optimization of the crystallite structure with enhancing the stability of P2-O2 phase transition. ",no,train
10.1039/d0ta08400j,"However, the electronic conductivity along the z direction (e.g. ~10 S cm-1) of Na rich and deficient phases is not negligible, unlike the case of ionic conductivity. ",no,train
10.1002/adma.201902603,"The resulted heterostructure of oxide and sulfide spontaneously develops a built-in electric field, which reduces the activation energy and accelerates charge transport significantly. ",no,train
10.1021/acsami.8b01362,", One of the breakthrough ideas for this drawback of P2-NiMn is to modify the material composition to suppress the volume change during charge/discharge cycles. ",no,train
10.1021/acsami.8b01362,"Moreover, the PGluNa electrodes realize a much lower electrode resistance during cycles than the PVdF electrodes, which should be due to the higher adhesion strength and moderate electrolyte penetration of the PGluNa, leading to suppressed electrical isolation of the P2-NiMn particles induced by the volume change of P2-NiMn during charge/discharge. ",no,train
10.1002/adfm.202010500,The electrolyte additive plays an important role in determining the crucial properties of batteries such as cycling stability and safety. ,no,train
10.1002/adfm.202010500,"Herein, for the first time, succinic anhydride (SA) is investigated as a synergistic filming additive to fluoroethylene carbonate (FEC), and the lifespan of the dual-additive Na/Na0.6Li0.15Ni0.15Mn0.55Cu0.15O2 (NLNMC) cell is significantly improved, maintaining capacity retention of 87.2% over 400 cycles at 1 C rate. ",both,test
10.1002/adfm.202010500,"Additionally, the addition of SA also has an impact on the interphase layer in the sodium anode part as indicated by electrochemical impedance spectroscopy (EIS) and energy dispersive spectrometer (EDS) results. ",no,train
10.1002/adfm.202010500,"Moreover, the online differential electrochemical mass spectrometry (OEMS) tests show the dual-additive cell has less CO2 generation during the initial two cycles compared to that with only FECs which demonstrates another advantage of SA for practical application. ",no,test
10.1002/adfm.202010500,"In this scenario, sodium ion batteries (SIBs) are regarded as promising substitutions for LIBs especially in stationary energy storage system where the requirement of energy density is not as high as that in portable electronics and electric vehicles. ",no,test
10.1002/adfm.202010500,"[1] Up to date, great advancement has been achieved in the electrochemical performance of SIBs. ",both,train
10.1002/adfm.202010500,"Among all the cathode candidates in SIBs, sodium transition metal layered oxides (NaxTMO2, 0 < x <= 1) are widely investigated due to the facile synthesis process and high energy density. ",no,train
10.1002/anie.201607469,The ether-based electrolytes present a higher chemical stability with intermediate products of TMDSs during charge/discharge than the carbonate-based electrolytes. ,no,train
10.1002/anie.201607469,"At 10 A g-1, the capacities of both Fe0.9 and Fe0.7 samples are lower than that of the FeS2 although they possess higher surface area (Supporting Information, Figure S14) and smaller particle size than those of the FeS2. ",no,train
10.1002/anie.201607469,"Thus, the Fe0.5 delivers the best performance among all as-prepared samples. ",no,train
10.1021/am502343s,"Research on cathode materials for SIBs has been focused on compounds ranging from polyanions to layered transition-metal oxides, and it is suggested that layered sodium transition-metal oxides show outstanding electrode properties., Layered sodium metal oxides are classified as O3- and P2-types, based on the location of the Na-ion at octahedral and prismatic sites, respectively, and there are subgroups of new phases such as the new O3 and P'3-phases.",no,dev
10.1021/am502343s,and it delivers an excellent initial discharge capacity of ~190 mAh g-1 at.,both,dev
10.1021/am502343s,low current density in the voltage range of 1.5-4.3. with optimized proportions of Mn and Fe.,no,train
10.1021/am502343s,"Apart from doping and surface engineering of active materials, nanostructured design of electrodes and electrolyte compositions can contribute to the overall performance of batteries.",both,train
10.1021/am502343s,"short Na-ion diffusion distance, relatively less volume expansion during cycling, and better electrolyte contacts due to their high specific surface area, all of which are responsible for improved electrochemical performance in SIBs., Nanoparticles have.",both,train
10.1021/am502343s,"Such self-aggregation can be mitigated by one-dimensional (1D) nanostructures, which could have better contact areas with the electrolyte and offer improved electrochemistry and cycle life., Feasible and reliable fabrication techniques are essential for 1D nanostructures.",both,train
10.1021/am502343s,"low-cost, large-scale, and facile one-pot synthesis technique for continuous nanofibers, and such nanofibrous electrodes offer high porosity, good interfacial contact, and well-guided charge transfer toward the current collector.",both,train
10.1021/am502343s,"Thus, cyclability was evaluated over 80 cycles at the 0.1. rate, in which the NFMO NF showed an initial capacity decay from ~195 mAh g-1 to ~175 mAh g-1 for the first few cycles (which could be due to the inherent internal resistance of the cell and the conducting nature of NFMO) and thereafter maintained excellent cyclability [Figure (b)], with discharge capacity of ~166 mAh g-1 after 80 cycles with 86.4% capacity retention, which is.",no,train
10.1021/am502343s,significant improvement when compared to that of the NP (60.5% capacity retention with the discharge capacity of ~113 mAh g-1).,both,train
10.1021/am502343s,This is attributed to the minimal polarization of the NF electrodes when compared to the NP ones.,no,train
10.1021/am502343s,The charge-discharge curves of both electrodes at various current rates from 0.1. to 15.,no,dev
10.1021/am502343s,"and 3.4. are gradually diminishing, which could be attributed to the polarization of the electrodes, hindering reversible phase transitions from P2-type to O2-type and leading to corresponding deterioration in the crystal structure of the active material, thereby decreasing Na-ion intercalation/deintercalation reactions.",no,train
10.1021/am502343s,"These reactions are further confirmed by the CVs (Figure d), with Na as reference and counter electrode in the voltage range of 1.5-4.2. at the scan rate of 0.1 mV s-1.",no,train
10.1039/c6ta07950d,"This is due to their tuneable electrochemistry based on M constituents, ease of synthesis, and generally large reversible capacity observed in Na-ion batteries.",no,train
10.1002/adfm.201806405,"This performance exceeds most, if not all, state-of-the-art PBAs electrodes for SIBs (Table S2, Supporting Information).",no,dev
10.1002/ente.201900108,"However, the coulombic efficiency can quickly reach above 99.5% in the subsequent cycles.",no,train
10.1039/c9ta01965k,The coulombic efficiencies for all of the Prussian blue electrodes exceed 100%.,no,train
10.1039/c9ta01965k,"For the PB-2, PB-3, and PB-4 electrodes, which have no obvious platforms at 4.0 V, the coulombic efficiencies approach 208%, 258% and 296%, respectively, far exceeding 100%, and the initial discharge capacities are much higher than the corresponding charge capacities.",no,dev
10.1039/c9ta01965k,"With the increased amount of iron ion defects in the Prussian blue electrodes, the theoretical capacity reduces, and the coulombic efficiency improves, except for those of the PB-5 electrode.",no,test
